Year,Player,Salary,Position,Team
1993,Dwayne Henry,450000,Pitcher,Cincinnati Reds
1993,Cecil Espy,400000,Outfielder,Cincinnati Reds
1993,Gary Varsho,400000,Outfielder,Cincinnati Reds
1993,Reggie Sanders,275000,Outfielder,Cincinnati Reds
1993,Jeff Branson,147500,Shortstop,Cincinnati Reds
1993,Steve Foster,135000,Pitcher,Cincinnati Reds
1993,Cesar Hernandez,120000,Outfielder,Cincinnati Reds
1993,Tim Pugh,115000,Pitcher,Cincinnati Reds
1993,Willie Canate,109000,Pitcher,Cincinnati Reds
1993,Tim Costo,109000,First Baseman,Cincinnati Reds
1993,Dan Wilson,109000,Catcher,Cincinnati Reds
1993,Andre Dawson,4875000,Outfielder,Boston Red Sox
1993,Frank Viola,4833333,Pitcher,Boston Red Sox
1993,Roger Clemens,4655250,Pitcher,Boston Red Sox
1993,Mike Greenwell,3325000,Outfielder,Boston Red Sox
1993,Ivan Calderon,3000000,Outfielder,Boston Red Sox
1993,Danny Darwin,2650000,Pitcher,Boston Red Sox
1993,Tony Pena Sr.,2200000,Catcher,Boston Red Sox
1993,Joe Hesketh,1775000,Pitcher,Boston Red Sox
1993,Greg A. Harris,1500000,Pitcher,Boston Red Sox
1993,Scott Bankhead,1150000,Pitcher,Boston Red Sox
1993,Luis Rivera,1075000,Shortstop,Boston Red Sox
1993,John Dopson,750000,Pitcher,Boston Red Sox
1993,Billy Hatcher,750000,Outfielder,Boston Red Sox
1993,Bob Melvin,700000,Catcher,Boston Red Sox
1993,Scott Fletcher,675000,Second Baseman,Boston Red Sox
1993,Jeff Russell,500000,Pitcher,Boston Red Sox
1993,Tony Fossas,400000,Pitcher,Boston Red Sox
1993,Ernest Riles,400000,Second Baseman,Boston Red Sox
1993,Carlos Quintana,340000,First Baseman,Boston Red Sox
1993,Mo Vaughn,270000,First Baseman,Boston Red Sox
1993,Scott Cooper,240000,Third Baseman,Boston Red Sox
1993,Jose Melendez,235000,Pitcher,Boston Red Sox
1993,Bob Zupcic,222000,Outfielder,Boston Red Sox
1993,Tim Naehring,200000,Second Baseman,Boston Red Sox
1993,Paul Quantrill,135000,Pitcher,Boston Red Sox
1993,John Valentin,135000,Shortstop,Boston Red Sox
1993,Ken Ryan,118000,Pitcher,Boston Red Sox
1993,Charlie Hayes,1200000,Third Baseman,Colorado Rockies
1993,Dante Bichette,725000,Outfielder,Colorado Rockies
1993,Jeff Parrett,725000,Pitcher,Colorado Rockies
1993,Jerald Clark,690000,Outfielder,Colorado Rockies
1993,Joe Girardi,670000,Catcher,Colorado Rockies
1993,Andres Galarraga,600000,First Baseman,Colorado Rockies
1993,Daryl Boston,550000,Outfielder,Colorado Rockies
1993,Alex Cole,350000,Outfielder,Colorado Rockies
1993,Gary Wayne,325000,Pitcher,Colorado Rockies
1993,Gerald Young,310000,Outfielder,Colorado Rockies
1993,Bryn Smith,250000,Pitcher,Colorado Rockies
1993,Darren Holmes,235000,Pitcher,Colorado Rockies
1993,Bruce Ruffin,225000,Pitcher,Colorado Rockies
1993,Dale Murphy,200000,Outfielder,Colorado Rockies
1993,Willie Blair,172500,Pitcher,Colorado Rockies
1993,Freddie Benavides,167500,Shortstop,Colorado Rockies
1993,Butch Henry,152000,Pitcher,Colorado Rockies
1993,Andy Ashby,150000,Pitcher,Colorado Rockies
1993,David Nied,150000,Pitcher,Colorado Rockies
1993,Scott Aldred,140000,Pitcher,Colorado Rockies
1993,Rudy Seanez,135000,Pitcher,Colorado Rockies
1993,Vinny Castilla,120000,Shortstop,Colorado Rockies
1993,Danny Sheaffer,120000,Catcher,Colorado Rockies
1993,Eric Wedge,120000,Catcher,Colorado Rockies
1993,Eric Young,120000,Second Baseman,Colorado Rockies
1993,Steve Reed,115000,Pitcher,Colorado Rockies
1993,Jim Tatum,112000,Third Baseman,Colorado Rockies
1993,David Cone,5000000,Pitcher,Kansas City Royals
1993,Wally Joyner,4400000,First Baseman,Kansas City Royals
1993,Kevin McReynolds,3666667,Outfielder,Kansas City Royals
1993,Jeff Montgomery,3666666,Pitcher,Kansas City Royals
1993,Greg Gagne,3366666,Shortstop,Kansas City Royals
1993,Mike Boddicker,2916667,Pitcher,Kansas City Royals
1993,George Brett,2500000,First Baseman,Kansas City Royals
1993,Jose Lind,2400000,Second Baseman,Kansas City Royals
1993,Kevin Appier,2000000,Pitcher,Kansas City Royals
1993,Felix Jose,1525000,Outfielder,Kansas City Royals
1993,Mark Gubicza,1250000,Pitcher,Kansas City Royals
1993,Mike Macfarlane,1175000,Catcher,Kansas City Royals
1993,Keith Miller,1090000,Third Baseman,Kansas City Royals
1993,Mark Gardner,1000000,Pitcher,Kansas City Royals
1993,Tom Gordon,890000,Pitcher,Kansas City Royals
1993,Chris Gwynn,460000,Outfielder,Kansas City Royals
1993,Curtis Wilkerson,400000,Second Baseman,Kansas City Royals
1993,Brian McRae,378500,Outfielder,Kansas City Royals
1993,Frank DiPino,350000,Pitcher,Kansas City Royals
1993,Dennis Rasmussen,325000,Pitcher,Kansas City Royals
1993,Hubie Brooks,250000,Outfielder,Kansas City Royals
1993,Craig Wilson,240000,Third Baseman,Kansas City Royals
1993,Brent Mayne,225000,Catcher,Kansas City Royals
1993,Rusty Meacham,220000,Pitcher,Kansas City Royals
1993,Hipolito Pichardo,183500,Pitcher,Kansas City Royals
1993,Harvey Pulliam,115000,Outfielder,Kansas City Royals
1993,Billy Brewer,109000,Pitcher,Kansas City Royals
1993,Mike Henneman,4333334,Pitcher,Detroit Tigers
1993,Cecil Fielder,4200000,First Baseman,Detroit Tigers
1993,Tony Phillips,3866666,Outfielder,Detroit Tigers
1993,Lou Whitaker,3433333,Second Baseman,Detroit Tigers
1993,Mike Moore,3333333,Pitcher,Detroit Tigers
1993,Mickey Tettleton,3333333,Catcher,Detroit Tigers
1993,Bill Gullickson,2300000,Pitcher,Detroit Tigers
1993,Rob Deer,2066667,Outfielder,Detroit Tigers
1993,David Wells,1500000,Pitcher,Detroit Tigers
1993,Alan Trammell,1400000,Shortstop,Detroit Tigers
1993,Bill Krueger,1200000,Pitcher,Detroit Tigers
1993,Dan Gladden,1150000,Outfielder,Detroit Tigers
1993,Travis Fryman,650000,Shortstop,Detroit Tigers
1993,Kirk Gibson,500000,Outfielder,Detroit Tigers
1993,Mark Leiter,500000,Pitcher,Detroit Tigers
1993,Gary Thurman,425000,Outfielder,Detroit Tigers
1993,Tom Bolton,400000,Pitcher,Detroit Tigers
1993,Milt Cuyler,275000,Outfielder,Detroit Tigers
1993,Skeeter Barnes,250000,Third Baseman,Detroit Tigers
1993,Chad Kreuter,240000,Catcher,Detroit Tigers
1993,Scott Livingstone,230000,Third Baseman,Detroit Tigers
1993,Rob MacDonald,225000,Pitcher,Detroit Tigers
1993,Mike Munoz,180000,Pitcher,Detroit Tigers
1993,John Doherty,170000,Pitcher,Detroit Tigers
1993,John Kiely,140000,Pitcher,Detroit Tigers
1993,Dave Haas,137500,Pitcher,Detroit Tigers
1993,Greg Gohr,109000,Pitcher,Detroit Tigers
1993,Kirby Puckett,5200000,Outfielder,Minnesota Twins
1993,Kent Hrbek,3100000,First Baseman,Minnesota Twins
1993,Shane Mack,3050000,Outfielder,Minnesota Twins
1993,Dave Winfield,2700000,Outfielder,Minnesota Twins
1993,Brian Harper,2400000,Catcher,Minnesota Twins
1993,Rick Aguilera,2333333,Pitcher,Minnesota Twins
1993,Kevin Tapani,2000000,Pitcher,Minnesota Twins
1993,Mark Guthrie,725000,Pitcher,Minnesota Twins
1993,Jim Deshaies,700000,Pitcher,Minnesota Twins
1993,Mike Hartley,625000,Pitcher,Minnesota Twins
1993,Gene Larkin,600000,Outfielder,Minnesota Twins
1993,Scott Erickson,535000,Pitcher,Minnesota Twins
1993,Chuck Knoblauch,500000,Second Baseman,Minnesota Twins
1993,Carl Willis,500000,Pitcher,Minnesota Twins
1993,Mike Pagliarulo,400000,Third Baseman,Minnesota Twins
1993,Scott Leius,275000,Shortstop,Minnesota Twins
1993,Pedro Munoz,253600,Outfielder,Minnesota Twins
1993,Randy Bush,250000,Outfielder,Minnesota Twins
1993,Lenny Webster,172000,Catcher,Minnesota Twins
1993,Jeff Reboulet,128000,Shortstop,Minnesota Twins
1993,Willie Banks,126000,Pitcher,Minnesota Twins
1993,Mike Trombley,124000,Pitcher,Minnesota Twins
1993,Pat Mahomes,123000,Pitcher,Minnesota Twins
1993,J.T. Bruett,121000,Outfielder,Minnesota Twins
1993,Terry Jorgensen,119000,Third Baseman,Minnesota Twins
1993,Larry Casian,115000,Pitcher,Minnesota Twins
1993,Mike Maksudian,110000,Catcher,Minnesota Twins
1993,Jack McDowell,4000000,Pitcher,Chicago White Sox
1993,George Bell,3650000,Outfielder,Chicago White Sox
1993,Tim Raines Sr.,3500000,Outfielder,Chicago White Sox
1993,Bobby Thigpen,3416667,Pitcher,Chicago White Sox
1993,Kirk McCaskill,2533333,Pitcher,Chicago White Sox
1993,Lance Johnson,2266666,Outfielder,Chicago White Sox
1993,Ozzie Guillen,2000000,Shortstop,Chicago White Sox
1993,Steve Sax,1975000,Second Baseman,Chicago White Sox
1993,Dan Pasqua,1750000,Outfielder,Chicago White Sox
1993,Robin Ventura,1700000,Third Baseman,Chicago White Sox
1993,Ron Karkovice,1016667,Catcher,Chicago White Sox
1993,Bo Jackson,910000,Outfielder,Chicago White Sox
1993,Scott Radinsky,900000,Pitcher,Chicago White Sox
1993,Frank Thomas,900000,First Baseman,Chicago White Sox
1993,Craig Grebeck,632500,Shortstop,Chicago White Sox
1993,Alex Fernandez,578333,Pitcher,Chicago White Sox
1993,Ellis Burks,500000,Outfielder,Chicago White Sox
1993,Donn Pall,500000,Pitcher,Chicago White Sox
1993,Dave Stieb,300000,Pitcher,Chicago White Sox
1993,Joey Cora,285000,Second Baseman,Chicago White Sox
1993,Terry Leach,260000,Pitcher,Chicago White Sox
1993,Chuck Cary,250000,Pitcher,Chicago White Sox
1993,Roberto Hernandez,185000,Pitcher,Chicago White Sox
1993,Mike Huff,170000,Outfielder,Chicago White Sox
1993,Wilson Alvarez,160000,Pitcher,Chicago White Sox
1993,Matt Merullo,150000,Catcher,Chicago White Sox
1993,Rodney Bolton,109000,Pitcher,Chicago White Sox
1993,Danny Tartabull,5050000,Outfielder,New York Yankees
1993,Jimmy Key,4750000,Pitcher,New York Yankees
1993,Paul O'Neill,3833333,Outfielder,New York Yankees
1993,Don Mattingly,3820000,First Baseman,New York Yankees
1993,Wade Boggs,2900000,Third Baseman,New York Yankees
1993,Matt Nokes,2500000,Catcher,New York Yankees
1993,Melido Perez,2450000,Pitcher,New York Yankees
1993,Jim Abbott,2350000,Pitcher,New York Yankees
1993,Spike Owen,2250000,Shortstop,New York Yankees
1993,Mike Witt,2166667,Pitcher,New York Yankees
1993,Steve Howe,2100000,Pitcher,New York Yankees
1993,Mike Gallego,1575000,Shortstop,New York Yankees
1993,Steve Farr,1500000,Pitcher,New York Yankees
1993,Randy Velarde,1050000,Shortstop,New York Yankees
1993,John Habyan,600000,Pitcher,New York Yankees
1993,Mike Stanley,325000,Catcher,New York Yankees
1993,Kevin Maas,255000,First Baseman,New York Yankees
1993,Neal Heaton,250000,Pitcher,New York Yankees
1993,Rich Monteleone,250000,Pitcher,New York Yankees
1993,Pat Kelly,160000,Second Baseman,New York Yankees
1993,Jim Leyritz,152000,Catcher,New York Yankees
1993,Scott Kamieniecki,150000,Pitcher,New York Yankees
1993,Bernie Williams,150000,Outfielder,New York Yankees
1993,Andy Stankiewicz,138000,Second Baseman,New York Yankees
1993,Jeff Johnson,125000,Pitcher,New York Yankees
1993,Sam Militello,118000,Pitcher,New York Yankees
1993,Bob Wickman,116000,Pitcher,New York Yankees
1993,Mike Humphreys,112000,Pitcher,New York Yankees
1993,Gerald Williams,109000,Outfielder,New York Yankees
1994,Chuck Finley,3875000,Pitcher,Los Angeles Angels
1994,Mark Langston,3550000,Pitcher,Los Angeles Angels
1994,Chili Davis,2400000,Outfielder,Los Angeles Angels
1994,Joe Magrane,1500000,Pitcher,Los Angeles Angels
1994,Spike Owen,1250000,Shortstop,Los Angeles Angels
1994,Bo Jackson,1000000,Outfielder,Los Angeles Angels
1994,Joe Grahe,925000,Pitcher,Los Angeles Angels
1994,Greg Myers,700000,Catcher,Los Angeles Angels
1994,Dwight Smith,700000,Outfielder,Los Angeles Angels
1994,Chad Curtis,600000,Outfielder,Los Angeles Angels
1994,Tim Salmon,600000,Outfielder,Los Angeles Angels
1994,Gary DiSarcina,400000,Shortstop,Los Angeles Angels
1994,John Dopson,400000,Pitcher,Los Angeles Angels
1994,Craig Lefferts,400000,Pitcher,Los Angeles Angels
1994,Bob Patterson,400000,Pitcher,Los Angeles Angels
1994,Mark Leiter,300000,Pitcher,Los Angeles Angels
1994,Rex Hudler,275000,Second Baseman,Los Angeles Angels
1994,Harold Reynolds,230000,Second Baseman,Los Angeles Angels
1994,Bill Sampen,225000,Pitcher,Los Angeles Angels
1994,Damion Easley,170000,Shortstop,Los Angeles Angels
1994,Scott Lewis,155000,Pitcher,Los Angeles Angels
1994,Mike Butcher,150000,Pitcher,Los Angeles Angels
1994,Eduardo Perez,135000,First Baseman,Los Angeles Angels
1994,Chris Turner,125000,Catcher,Los Angeles Angels
1994,Jim Edmonds,117500,Outfielder,Los Angeles Angels
1994,Phil Leftwich,109000,Pitcher,Los Angeles Angels
1994,Doug Drabek,4250000,Pitcher,Houston Astros
1994,Greg Swindell,3750000,Pitcher,Houston Astros
1994,Craig Biggio,3350000,Second Baseman,Houston Astros
1994,Pete Harnisch,3205000,Pitcher,Houston Astros
1994,Ken Caminiti,3200000,Third Baseman,Houston Astros
1994,Steve Finley,3050000,Outfielder,Houston Astros
1994,Mitch Williams,2500000,Pitcher,Houston Astros
1994,Jeff Bagwell,2400000,First Baseman,Houston Astros
1994,Luis E. Gonzalez,1630000,Outfielder,Houston Astros
1994,Mike Felder,850000,Outfielder,Houston Astros
1994,Darryl Kile,477500,Pitcher,Houston Astros
1994,Tom Edens,475000,Pitcher,Houston Astros
1994,Brian Bass,400000,Outfielder,Houston Astros
1994,Andujar Cedeno,340000,Shortstop,Houston Astros
1994,Sid Bream,300000,First Baseman,Houston Astros
1994,Eddie Taubensee,275000,Catcher,Houston Astros
1994,Scott Servais,272500,Catcher,Houston Astros
1994,Brian Williams,190000,Pitcher,Houston Astros
1994,Chris Donnels,170000,Third Baseman,Houston Astros
1994,Andy Stankiewicz,138000,Shortstop,Houston Astros
1994,Todd Jones,135000,Pitcher,Houston Astros
1994,Braulio Castillo,120000,Outfielder,Houston Astros
1994,Shane Reynolds,117500,Pitcher,Houston Astros
1994,Tony Eusebio,114000,Catcher,Houston Astros
1994,Mike Hampton,114000,Pitcher,Houston Astros
1994,James Mouton,109000,Second Baseman,Houston Astros
1994,Roberto Petagine,109000,First Baseman,Houston Astros
1994,Rickey Henderson,4800000,Outfielder,Oakland Athletics
1994,Ruben Sierra,4700000,Outfielder,Oakland Athletics
1994,Dennis Eckersley,3750000,Pitcher,Oakland Athletics
1994,Bob Welch,3450000,Pitcher,Oakland Athletics
1994,Bobby Witt,3250000,Pitcher,Oakland Athletics
1994,Mark McGwire,3000000,First Baseman,Oakland Athletics
1994,Terry Steinbach,2800000,Catcher,Oakland Athletics
1994,Ron Darling,2250000,Pitcher,Oakland Athletics
1994,Mike Bordick,1050000,Shortstop,Oakland Athletics
1994,Stan Javier,600000,Outfielder,Oakland Athletics
1994,Lance Blankenship,550000,Outfielder,Oakland Athletics
1994,Mike Aldrete,430000,Outfielder,Oakland Athletics
1994,Edwin Nunez,430000,Pitcher,Oakland Athletics
1994,Todd Van Poppel,397000,Pitcher,Oakland Athletics
1994,Troy Neel,225000,Outfielder,Oakland Athletics
1994,Scott Hemond,210000,Catcher,Oakland Athletics
1994,Brent Gates,190000,Outfielder,Oakland Athletics
1994,Scott Brosius,155000,Third Baseman,Oakland Athletics
1994,Billy Taylor,132500,Pitcher,Oakland Athletics
1994,Junior Noboa,120000,Second Baseman,Oakland Athletics
1994,Steve Ontiveros,120000,Pitcher,Oakland Athletics
1994,Steve Karsay,119000,Pitcher,Oakland Athletics
1994,John Briscoe,114000,Pitcher,Oakland Athletics
1994,Geronimo Berroa,109000,Outfielder,Oakland Athletics
1994,Carlos Reyes,109000,Pitcher,Oakland Athletics
1994,Dave Righetti,109000,Pitcher,Oakland Athletics
1994,Joe Carter,5500000,Outfielder,Toronto Blue Jays
1994,Roberto Alomar,5333334,Second Baseman,Toronto Blue Jays
1994,Dave Stewart,4250000,Pitcher,Toronto Blue Jays
1994,Paul Molitor,4000000,Designated Hitter,Toronto Blue Jays
1994,Duane Ward,4000000,Pitcher,Toronto Blue Jays
1994,John Olerud,3750000,First Baseman,Toronto Blue Jays
1994,Devon White,3083334,Outfielder,Toronto Blue Jays
1994,Pat Borders,2500000,Catcher,Toronto Blue Jays
1994,Todd Stottlemyre,2325000,Pitcher,Toronto Blue Jays
1994,Juan Guzman,1000000,Pitcher,Toronto Blue Jays
1994,Danny Cox,800000,Pitcher,Toronto Blue Jays
1994,Dick Schofield,640000,Shortstop,Toronto Blue Jays
1994,Al Leiter,565000,Pitcher,Toronto Blue Jays
1994,Greg Cadaret,550000,Pitcher,Toronto Blue Jays
1994,Mike Timlin,510000,Pitcher,Toronto Blue Jays
1994,Darnell Coles,500000,Third Baseman,Toronto Blue Jays
1994,Pat Hentgen,500000,Pitcher,Toronto Blue Jays
1994,Ed Sprague,500000,Third Baseman,Toronto Blue Jays
1994,Tony Castillo,437500,Pitcher,Toronto Blue Jays
1994,Mike Huff,200000,Outfielder,Toronto Blue Jays
1994,Randy Knorr,170000,Catcher,Toronto Blue Jays
1994,Woody Williams,150000,Pitcher,Toronto Blue Jays
1994,Domingo Cedeno,122500,Shortstop,Toronto Blue Jays
1994,Scott Brow,115000,Pitcher,Toronto Blue Jays
1994,Carlos Delgado,109000,Outfielder,Toronto Blue Jays
1994,Alex Scott Gonzalez,109000,Third Baseman,Toronto Blue Jays
1994,Paul Menhart,109000,Pitcher,Toronto Blue Jays
1994,Paul Spoljaric,109000,Pitcher,Toronto Blue Jays
1994,Tom Glavine,4750000,Pitcher,Atlanta Braves
1994,Greg Maddux,4000000,Pitcher,Atlanta Braves
1994,Jeff Blauser,3750000,Shortstop,Atlanta Braves
1994,Fred McGriff,3750000,First Baseman,Atlanta Braves
1994,John Smoltz,3250000,Pitcher,Atlanta Braves
1994,David Justice,3200000,Outfielder,Atlanta Braves
1994,Terry Pendleton,3200000,Third Baseman,Atlanta Braves
1994,Deion Sanders,2916667,Outfielder,Atlanta Braves
1994,Steve Avery,2800000,Pitcher,Atlanta Braves
1994,Mike Stanton,1400000,Pitcher,Atlanta Braves
1994,Kent Mercker,1225000,Pitcher,Atlanta Braves
1994,Mark Lemke,1100000,Second Baseman,Atlanta Braves
1994,Rafael Belliard,800000,Shortstop,Atlanta Braves
1994,Steve Bedrosian,750000,Pitcher,Atlanta Braves
1994,Dave Gallagher,700000,Outfielder,Atlanta Braves
1994,Bill Pecota,575000,Third Baseman,Atlanta Braves
1994,Charlie O'Brien,550000,Catcher,Atlanta Braves
1994,Gregg Olson,500000,Pitcher,Atlanta Braves
1994,Greg McMichael,245000,Pitcher,Atlanta Braves
1994,Mark Wohlers,180000,Pitcher,Atlanta Braves
1994,Milt Hill,158000,Pitcher,Atlanta Braves
1994,Mike Bielecki,150000,Pitcher,Atlanta Braves
1994,Ryan Klesko,111500,Outfielder,Atlanta Braves
1994,Javy Lopez,111500,Outfielder,Atlanta Braves
1994,Tony Tarasco,111500,Outfielder,Atlanta Braves
1994,Chipper Jones,109000,Shortstop,Atlanta Braves
1994,Mike Kelly,109000,Outfielder,Atlanta Braves
1994,Teddy Higuera,3500000,Pitcher,Milwaukee Brewers
1994,Greg Vaughn,3000000,Outfielder,Milwaukee Brewers
1994,Jaime Navarro,2400000,Pitcher,Milwaukee Brewers
1994,Bill Wegman,2375000,Pitcher,Milwaukee Brewers
1994,B.J. Surhoff,2372013,Outfielder,Milwaukee Brewers
1994,Darryl Hamilton,1800000,Outfielder,Milwaukee Brewers
1994,Tom Brunansky,1100000,Outfielder,Milwaukee Brewers
1994,Brian Harper,1000000,Outfielder,Milwaukee Brewers
1994,Jesse Orosco,700000,Pitcher,Milwaukee Brewers
1994,Kevin Seitzer,650000,Third Baseman,Milwaukee Brewers
1994,Pat Listach,500000,Shortstop,Milwaukee Brewers
1994,Bob Scanlan,500000,Pitcher,Milwaukee Brewers
1994,Mike Fetters,400000,Pitcher,Milwaukee Brewers
1994,Cal Eldred,375000,Pitcher,Milwaukee Brewers
1994,Jody Reed,350000,Second Baseman,Milwaukee Brewers
1994,Bill Spiers,350000,Third Baseman,Milwaukee Brewers
1994,Ricky Bones,325000,Pitcher,Milwaukee Brewers
1994,John Jaha,226000,First Baseman,Milwaukee Brewers
1994,Dave Nilsson,182500,Catcher,Milwaukee Brewers
1994,Doug Henry,180000,Pitcher,Milwaukee Brewers
1994,Turner Ward,160000,Outfielder,Milwaukee Brewers
1994,Graeme Lloyd,152000,Pitcher,Milwaukee Brewers
1994,Jeff Bronkey,114000,Pitcher,Milwaukee Brewers
1994,Jose Valentin,113000,Shortstop,Milwaukee Brewers
1994,Alex Diaz,112000,Outfielder,Milwaukee Brewers
1994,Angel Miranda,112000,Pitcher,Milwaukee Brewers
1994,Mark Kiefer,109000,Pitcher,Milwaukee Brewers
1994,Mike Matheny,109000,Catcher,Milwaukee Brewers
1994,Jose Mercedes,109000,Pitcher,Milwaukee Brewers
1994,Gregg Jefferies,4600000,First Baseman,St. Louis Cardinals
1994,Bob Tewksbury,3500000,Pitcher,St. Louis Cardinals
1994,Ozzie Smith,3000000,Shortstop,St. Louis Cardinals
1994,Todd Zeile,2700000,Third Baseman,St. Louis Cardinals
1994,Tom Pagnozzi,2575000,Catcher,St. Louis Cardinals
1994,Jose Oquendo,2150000,Second Baseman,St. Louis Cardinals
1994,Ray Lankford,1650000,Outfielder,St. Louis Cardinals
1994,Bernard Gilkey,1635000,Outfielder,St. Louis Cardinals
1994,Mark Whiten,1008334,Outfielder,St. Louis Cardinals
1994,Brian Jordan,846667,Outfielder,St. Louis Cardinals
1994,Rich Rodriguez,700000,Pitcher,St. Louis Cardinals
1994,Luis Alicea,650000,Second Baseman,St. Louis Cardinals
1994,Gerald Perry,650000,First Baseman,St. Louis Cardinals
1994,Rob Murphy,600000,Pitcher,St. Louis Cardinals
1994,Geronimo Pena,575000,Second Baseman,St. Louis Cardinals
1994,John Habyan,250000,Pitcher,St. Louis Cardinals
1994,Rick Sutcliffe,250000,Pitcher,St. Louis Cardinals
1994,Paul Kilgus,225000,Pitcher,St. Louis Cardinals
1994,Mike Perez,200000,Pitcher,St. Louis Cardinals
1994,Rheal Cormier,160000,Pitcher,St. Louis Cardinals
1994,Rene Arocha,140000,Pitcher,St. Louis Cardinals
1994,Vicente Palacios,140000,Pitcher,St. Louis Cardinals
